SampleId;MotionId;OriginalMotionType;StartTime;EndTime;Duration;;
407;1;BACKHAND_FLAT;18919;20571;1652;
407;2;BACKHAND_FLAT;23683;25264;1581;
407;3;BACKHAND_FLAT;28737;30278;1541;
407;4;BACKHAND_FLAT;33311;35082;1771;
407;5;BACKHAND_FLAT;38385;40056;1671;
407;6;BACKHAND_FLAT;42918;44580;1662;
407;7;BACKHAND_FLAT;47772;49394;1622;
407;8;BACKHAND_FLAT;52896;54648;1752;
407;9;BACKHAND_FLAT;57770;59412;1642;
407;10;BACKHAND_FLAT;62664;64105;1441;
407;11;BACKHAND_SLICED;67518;69160;1642;
407;12;BACKHAND_SLICED;76576;78587;2011;
407;13;BACKHAND_SLICED;81750;83311;1561;
407;14;BACKHAND_SLICED;86674;88255;1581;
407;15;BACKHAND_SLICED;91408;93069;1661;
407;16;BACKHAND_SLICED;96101;97653;1552;
407;17;BACKHAND_SLICED;101106;102637;1531;
407;18;BACKHAND_SLICED;105619;107411;1792;
407;19;BACKHAND_SLICED;110994;112285;1291;
407;20;BACKHAND_SLICED;115377;117219;1842;
407;21;BACKHAND_LIFTED;120221;121662;1441;
407;22;BACKHAND_LIFTED;125326;127137;1811;
407;23;BACKHAND_LIFTED;129679;131801;2122;
407;24;BACKHAND_LIFTED;134683;136515;1832;
407;25;BACKHAND_LIFTED;139387;141299;1912;
407;26;BACKHAND_LIFTED;144561;146093;1532;
407;27;BACKHAND_LIFTED;148835;150797;1962;
407;28;BACKHAND_LIFTED;153979;155761;1782;
407;29;BACKHAND_LIFTED;158653;160315;1662;
407;30;BACKHAND_LIFTED;163777;165259;1482;
