SampleId;MotionId;OriginalMotionType;StartTime;EndTime;Duration;;
408;1;SMASH;24271;25972;1701;
408;2;SMASH;31667;34139;2472;
408;3;SMASH;40223;41974;1751;
408;4;SMASH;48589;50320;1731;
408;5;SMASH;55905;57776;1871;
408;6;SMASH;63821;65572;1751;
408;7;SMASH;71646;73008;1362;
408;8;SMASH;79783;81484;1701;
408;9;SMASH;88089;89840;1751;
408;10;SMASH;96776;98247;1471;
408;11;SMASH;115530;117292;1762;
408;12;SMASH;123046;124748;1702;
408;13;SMASH;129952;132414;2462;
408;14;SMASH;138919;141541;2622;
408;15;SMASH;146895;149507;2612;
408;16;SMASH;156093;158535;2442;
408;17;SMASH;164710;166471;1761;
408;18;SMASH;172906;174648;1742;
408;19;SMASH;181063;182834;1771;
408;20;SMASH;188859;191441;2582;
408;21;SMASH;196936;199338;2402;
408;22;SMASH;205483;207224;1741;
408;23;SMASH;212769;215251;2482;
408;24;SMASH;221006;222837;1831;
408;25;SMASH;228682;230544;1862;
408;26;SMASH;236429;238190;1761;
408;27;SMASH;243524;246117;2593;
408;28;SMASH;251521;253953;2432;
408;29;SMASH;260048;261890;1842;
408;30;SMASH;268155;270027;1872;
