SampleId;MotionId;OriginalMotionType;StartTime;EndTime;Duration;;
402;1;BACKHAND_FLAT;22796;24106;1310;
402;2;BACKHAND_FLAT;27866;29936;2070;
402;3;BACKHAND_FLAT;32956;34316;1360;
402;4;BACKHAND_FLAT;38046;39916;1870;
402;5;BACKHAND_FLAT;43316;44946;1630;
402;6;BACKHAND_FLAT;48546;50776;2230;
402;7;BACKHAND_FLAT;53696;55196;1500;
402;8;BACKHAND_FLAT;59036;60456;1420;
402;9;BACKHAND_FLAT;64106;65576;1470;
402;10;BACKHAND_FLAT;69226;70786;1560;
402;11;BACKHAND_SLICED;73156;74836;1680;
402;12;BACKHAND_SLICED;78156;79806;1650;
402;13;BACKHAND_SLICED;82926;84696;1770;
402;14;BACKHAND_SLICED;87986;89846;1860;
402;15;BACKHAND_SLICED;93497;95217;1720;
402;16;BACKHAND_SLICED;98357;100157;1800;
402;17;BACKHAND_SLICED;103547;105307;1760;
402;18;BACKHAND_SLICED;108617;110337;1720;
402;19;BACKHAND_SLICED;113637;115407;1770;
402;20;BACKHAND_SLICED;118717;120447;1730;
402;21;BACKHAND_LIFTED;124907;126477;1570;
402;22;BACKHAND_LIFTED;129928;131408;1480;
402;23;BACKHAND_LIFTED;134998;136438;1440;
402;24;BACKHAND_LIFTED;139938;141558;1620;
402;25;BACKHAND_LIFTED;144678;145938;1260;
402;26;BACKHAND_LIFTED;149388;150858;1470;
402;27;BACKHAND_LIFTED;154548;155939;1391;
402;28;BACKHAND_LIFTED;159479;160929;1450;
402;29;BACKHAND_LIFTED;164429;166049;1620;
402;30;BACKHAND_LIFTED;169429;171639;2210;
