SampleId;MotionId;OriginalMotionType;StartTime;EndTime;Duration;;
404;1;UNDEFINED;768;1599;831;
404;2;SMASH;14290;16530;2240;
404;3;SMASH;18710;21320;2610;
404;4;FOREHAND_FLAT;27260;29241;1981;
404;5;BACKHAND_SLICED;31481;32441;960;
404;6;FOREHAND_LIFTED;33851;36381;2530;
404;7;BACKHAND_FLAT;39651;41101;1450;
404;8;FOREHAND_SLICED;42542;44311;1769;
404;9;BACKHAND_SLICED;47951;48911;960;
404;10;FOREHAND_LIFTED;50582;52482;1900;
404;11;BACKHAND_FLAT;55702;56992;1290;
404;12;FOREHAND_FLAT;58252;60512;2260;
404;13;BACKHAND_FLAT;63692;64982;1290;
404;14;VOLLEY_BACKHAND;69733;71733;2000;
404;15;VOLLEY_FOREHAND;72793;74093;1300;
404;16;VOLLEY_BACKHAND;76513;77613;1100;
404;17;VOLLEY_FOREHAND;80303;81363;1060;
404;18;VOLLEY_BACKHAND;82884;84423;1539;
404;19;UNDEFINED;89134;89754;620;
404;20;UNDEFINED;90754;92284;1530;
