SampleId;MotionId;OriginalMotionType;StartTime;EndTime;Duration;;
411;1;SMASH;10529;12441;1912;
411;2;SMASH;18695;20756;2061;
411;3;FOREHAND_FLAT;25991;27673;1682;
411;4;BACKHAND_SLICED;29464;31165;1701;
411;5;FOREHAND_LIFTED;33017;34788;1771;
411;6;BACKHAND_FLAT;37470;39002;1532;
411;7;FOREHAND_SLICED;40693;42655;1962;
411;8;BACKHAND_SLICED;44806;47128;2322;
411;9;FOREHAND_FLAT;48970;51091;2121;
411;10;BACKHAND_FLAT;53664;55355;1691;
411;11;FOREHAND_LIFTED;57186;59058;1872;
411;12;BACKHAND_LIFTED;61490;63111;1621;
411;13;VOLLEY_FOREHAND;65183;66354;1171;
411;14;VOLLEY_BACKHAND;67335;69166;1831;
411;15;VOLLEY_FOREHAND;71218;72279;1061;
